Title,Organization,Skills,Difficulty,Type,Duration,Ratings,reviews,enrolled,url,alive
Introduction to Data Analytics for Managers,The University of Michigan,"data, analytics, managers, combination, lectures, business, case, studies, techniques, application, explored, illustrate, companies, leveraging, different, sources, including, analytical, improve, performance, receive, free, graphical, development, environment",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/introduction-to-data-analytics-for-managers,
Qualitative Research Methods: Conversational Interviewing,Massachusetts Institute of Technology,"qualitative, research, methods, conversational, interviewing, short, adapted, semester, length, graduate, level, coursetaught, covering, online, focus, specifically, teaching, prepare, conduct, interview, data, gathering, purposes, discuss, nature",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/qualitative-research-methods-conversational-interv,
International Project Management,Rochester Institute of Technology,"international, project, management, managing, global, projects, presents, unique, challenges, addresses, knowledge, behaviors, required, successfully, manage, span, organizations, national, boundaries, cultural, impact, culture, language, variations, religious",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/international-project-management,
Software Development Fundamentals,University of Pennsylvania,"software, development, fundamentals, developers, high, demand, current, market, computer, programming, prerequisite, skill, success, journey, toward, becoming, professional, developer, java, commonly, used, part, essentials, certificate, program",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/software-development-fundamentals,
"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Harvard University,"first, nights, rite, spring, modernism, ballet, riots, igor, premiered, paris, sparking, riot, screaming, loud, dancers, hear, orchestra, choreographer, shout, numbers, backstage, keep, continues, challenge, listeners",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/stravinskys-rite-of-spring-modernism-ballet-and-ri,
Critical Thinking & Problem Solving,Rochester Institute of Technology,"critical, thinking, problem, solving, business, environment, organizations, identified, integral, successful, professionals, assess, analyze, situation, design, solution, ultimately, competitive, part, leadership, essentials, professional, certificate, program, demystify",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/critical-thinking-problem-solving-3,
Data Analysis Essentials,Imperial College Business School-Imperial College London,"data, analysis, essentials, want, study, unsure, basic, still, online, prepares, studying, program, business, appears, throughout, rigorous, environment, understanding, fundamentals, collecting, presenting, describing, making, inferences, sets",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/data-analysis-essentials,
Work and Employment for a Sustainable Future,SDG Academy,"work, employment, sustainable, future, national, economies, grown, substantially, since, industrial, revolution, century, people, necessarily, seen, increase, opportunities, find, decent, earn, income, fact, places, increased, productivity",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/work-and-employment-for-a-sustainable-future,
Foundations of Data Structures,IITBombay,"foundations, data, structures, provide, means, manage, large, amounts, databases, internet, indexing, services, efficient, designing, algorithms, obtaining, maintainable, software, computer, science, start, basic, types, numbers, gradually",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/foundations-of-data-structures,
"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",The International Monetary Fund,"financial, programming, policies, part, macroeconomic, accounts, analysis, healthy, state, economic, policy, help, support, restore, health, questions, heart, courses, building, blocks, answer, framework, analyze, current, economy",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/financial-programming-and-policies-part-1-macroeco,
IoT System Design: Software and Hardware Integration,Waseda University,"system, design, software, hardware, integration, designed, toteach, systems, developed, technology, engineers, developers, tend, focus, single, discipline, either, however, connectedage, critical, comprehensive, understanding, both, disciplines, intertwined",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/iot-system-design-software-and-hardware-integratio,
English for Doing Business in Asia – Writing,The Hong Kong University of Science and Technology,"english, doing, business, asia, writing, multinational, settings, fact, life, people, asian, economies, expand, become, involved, global, economy, having, ability, write, clear, concise, important, exchanging, information",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/english-for-doing-business-in-asia-writing,
Working in Teams: A Practical Guide,The University of Queensland,"working, teams, practical, guide, teamwork, essential, component, professional, activities, modern, world, makes, effective, disciplines, help, improve, performance, important, roles, individuals, team, systems, processes, communication, methods",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/working-in-teams-a-practical-guide,
AI Chatbots without Programming,IBM,"chatbots, without, programming, special, offer, includes, great, year, watson, assistant, services, power, charge, perfect, kickstart, chatbot, building, exciting, topics, tech, businesses, around, world, increasingly, showing",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/AI-chatbots-without-programming,
Just Money: Banking as if Society Mattered,Massachusetts Institute of Technology,"just, money, banking, society, mattered, know, bank, does, role, producing, societal, looks, banks, operate, differently, namely, capital, finance, tool, address, social, ecological, challenges, anyone, wants",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/just-money-banking-as-if-society-mattered,
Computing in Python IV: Objects & Algorithms,The Georgia Institute of Technology,"computing, python, objects, algorithms, complete, beginner, knowledge, computer, science, final, learned, complex, control, structures, data, programs, intuitively, leverage, natural, understanding, problems, programming, analyze, complexity, efficiency",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/computing-in-python-iv-objects-algorithms,
Teaching Critical Thinking through Art with the National Gallery of Art,The Smithsonian Institution,"teaching, critical, thinking, national, gallery, popular, around, corner, professional, development, program, teachers, washington, online, everything, need, begin, creating, culture, collaboration, classroom, subject, level, background, museum",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/teaching-critical-thinking-through-art-with-the-na,
"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",The University of Michigan,"anatomy, cardiovascular, urinary, respiratory, systems, part, xseries, interactive, relationships, roles, play, primer, pertinent, details, structures, functions, combination, lectures, videos, labeling, activities, quizzes, biology, life, sciences",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/anatomy-cardiovascular-urinary-and-respiratory-sys,
Software Engineering: Introduction,University of British Columbia,"software, engineering, part, development, micromasters, program, introduces, teams, design, build, test, principles, applicable, breadth, systems, explores, topics, agile, rest, async, programming, specification, refactoring, information, security",Advanced,Course,Varies,4.5,0,0,https://www.edx.org/course/software-engineering-introduction,
Structure of Materials,Massachusetts Institute of Technology,"structure, materials, determines, much, material, properties, potential, applications, performance, within, department, science, engineering, explores, wide, variety, begins, amorphous, glasses, polymers, factors, influence, scientists, measure, describe",Intermediate,Course,Varies,4.5,0,0,https://www.edx.org/course/structure-of-materials,
Computer Hardware and Operating Systems,New York University,"computer, hardware, operating, systems, systemsthis, cover, topics, able, science",Beginner,Course,Varies,4.5,0,0,https://www.edx.org/course/computer-hardware-and-operating-systems,
